pref_lookingfor,count
|48|47|56|60|68|74|,1
|47|56|77|60|72|,1
|48|47|68|70|80|,1
|56|57|60|75|76|79|67|,1
|48|47|56|63|81|68|69|70|75|76|,1
|56|58|60|62|63|64|70|77|50|78|80|,1
|55|63|66|76|78|80|,1
|6|14|17|20|21|23|30|31|33|38|41|46|47|,1
|47|56|61|67|77|,1
|54|55|56|57|81|69|80|,1
|76|74|61|56|49|55|67|,1
|2|3|21|28|29|33|42|51|,1
|48|47|56|57|63|67|72|50|80|,1
|48|61|63|70|79|,1
|48|56|63|66|67|70|74|80|,1
|48|47|61|81|68|70|74|50|80|,1
|47|63|67|74|50|78|68|70|76|62|80|,1
|53|47|56|57|67|81|68|70|77|50|,1
|48|47|56|57|60|81|70|75|50|80|,1
|2|9|10|11|12|13|14|15|17|18|21|23|25|26|27|28|29|31|33|34|36|41|42|43|44|48|49|51|,1
|48|56|62|69|77|80|50|74|67|63|55|53|,1
|53|49|47|70|77|50|80|,1
|3|9|10|11|14|15|20|27|28|29|32|33|38|42|43|44|,1
|48|80|78|75|56|58|50|55|,1
|48|47|55|58|63|76|77|50|78|80|,1
|48|47|55|57|62|63|67|75|80|,1
|56|61|73|74|75|79|,1
|48|56|69|70|74|80|,1
|48|49|56|61|72|74|75|77|50|80|,1
|74|72|68|67|53|80|77|75|73|56|47|48|,1
|48|47|55|57|58|66|67|70|74|77|80|,1
|48|47|56|60|72|74|75|50|80|,1
|48|53|66|67|81|70|80|,1
|48|56|57|63|66|67|81|68|74|76|80|,1
|48|74|80|78|77|69|56|55|65|70|,1
|48|55|56|68|70|73|50|76|,1
|47|56|58|67|73|74|77|78|80|,1
|48|47|75|77|67|,1
|56|81|80|55|57|68|70|74|,1
|48|49|57|59|61|67|70|72|74|76|50|53|47|56|58|81|73|75|77|78|80|68|55|63|65|60|,1
|48|55|56|81|74|50|80|77|58|78|47|60|71|49|,1
|48|47|66|69|78|76|67|63|55|53|56|80|,1
|56|80|50|,1
|49|47|64|73|76|80|,1
|48|53|47|56|57|63|67|68|70|74|77|50|78|,1
|48|55|57|56|68|70|50|75|73|81|,1
|3|6|7|9|10|11|12|14|20|21|25|26|27|28|29|32|34|39|51|,1
|53|56|67|74|80|,1
|48|49|47|55|56|58|60|67|81|68|70|74|76|77|79|,1
|48|80|50|58|81|,1
|48|49|47|55|67|81|68|70|74|76|77|50|80|,1
|81|68|70|77|78|,1
|60|81|68|,1
|58|81|80|67|68|70|,1
|48|47|81|75|57|67|70|76|,1
|48|56|67|75|80|,1
|14|21|29|33|34|42|,1
|56|58|81|77|80|49|55|57|61|67|70|76|50|,1
|69|53|67|,1
|48|53|49|47|55|56|57|58|59|67|70|74|75|76|50|78|,1
|48|54|56|58|60|66|80|53|49|55|63|72|74|76|50|,1
|48|47|56|58|70|80|,1
|63|65|67|70|76|,1
|53|56|67|74|75|77|50|80|,1
|48|56|69|75|80|74|67|,1
|48|81|50|80|74|72|55|,1
|48|54|49|56|57|63|68|72|74|76|77|78|80|,1
|48|53|47|55|56|58|59|60|67|81|68|69|72|74|75|77|50|78|80|,1
|48|54|47|56|58|62|55|57|63|74|81|66|76|50|77|75|78|80|,1
|48|60|70|,1
|48|55|56|57|58|59|67|81|68|70|74|78|80|,1
|48|47|70|63|68|53|,1
|48|60|80|76|74|70|,1
|56|81|74|70|68|48|80|,1
|48|77|75|58|56|53|57|55|79|,1
|48|55|80|,1
|48|47|77|78|80|55|57|61|70|50|74|,1
|50|70|68|57|49|66|81|77|78|80|,1
|55|56|58|66|81|68|70|74|77|79|,1
|48|53|47|56|67|68|70|50|80|,1
|48|54|49|62|63|81|68|77|50|80|,1
|53|55|47|56|62|63|65|64|66|67|74|77|50|78|80|,1
|48|47|56|69|74|75|77|80|,1
|48|76|80|,1
|48|53|47|56|57|67|69|72|77|50|80|,1
|74|76|50|77|49|48|67|,1
|56|81|53|61|63|67|70|50|,1
|48|63|66|78|,1
|49|74|77|50|,1
|48|53|49|47|55|57|58|59|77|50|78|80|,1
|48|56|58|68|70|77|78|80|,1
|48|75|62|63|67|,1
|47|56|57|67|81|74|76|77|50|80|,1
|48|47|56|57|58|59|69|77|50|78|80|,1
|34|,1
|48|56|60|81|68|,1
|48|81|80|75|,1
|48|47|63|70|74|75|,1
|56|57|61|63|70|75|80|,1
|48|47|58|60|81|77|80|76|,1
|48|55|57|67|74|,1
|59|66|67|,1
|48|56|75|78|80|55|57|68|70|74|50|,1
|48|55|56|58|81|68|70|74|80|,1
|57|80|70|74|,1
|56|60|68|70|79|,1
|48|53|47|57|77|50|80|,1
|61|58|56|48|49|76|,1
|48|56|74|77|50|78|,1
|47|55|56|81|68|72|74|76|77|80|,1
|48|56|75|77|80|70|74|76|,1
|53|47|55|63|70|76|77|50|78|,1
|48|49|67|70|74|76|79|,1
|48|47|56|58|66|60|69|78|53|55|63|65|67|70|72|74|76|50|,1
|47|56|70|73|77|78|,1
|48|53|49|55|56|57|61|67|81|71|72|74|50|78|80|,1
|48|53|47|56|58|57|55|67|80|66|,1
|56|66|70|74|77|50|80|,1
|48|49|55|57|59|61|63|,1
|54|57|63|67|81|68|50|80|,1
|48|47|56|58|80|70|,1
|54|48|67|80|,1
|47|56|57|63|74|80|,1
|61|66|67|74|76|80|,1
|48|55|53|77|78|80|69|,1
|54|47|56|57|63|65|68|69|70|74|76|50|78|80|,1
|6|18|27|36|,1
|53|56|63|69|,1
|53|56|57|63|77|50|,1
|47|56|58|67|81|68|70|80|,1
|56|48|53|61|67|70|72|79|60|,1
|48|47|55|56|63|67|69|72|73|74|77|50|80|,1
|48|63|67|72|50|78|,1
|54|47|55|56|61|,1
|48|58|61|73|80|,1
|80|68|81|48|,1
|48|53|54|49|47|55|56|57|58|61|62|63|64|65|67|81|68|69|70|72|73|74|75|77|50|80|,1
|48|54|55|58|60|67|78|80|,1
|53|49|55|63|70|77|78|,1
|49|47|55|56|67|70|74|80|,1
|67|77|47|74|76|,1
|48|53|49|47|55|56|57|58|59|60|61|66|81|68|69|70|71|72|73|74|75|76|77|50|78|80|,1
|48|47|56|63|67|72|75|76|80|,1
|33|38|44|,1
|48|60|74|,1
|80|81|64|63|,1
|56|78|80|,1
|48|47|56|60|68|74|78|80|,1
|48|63|67|68|50|79|,1
|57|70|69|56|,1
|55|56|57|61|67|69|70|73|74|75|76|50|80|,1
|48|47|55|56|81|68|70|74|77|78|80|,1
|48|56|81|69|77|80|70|68|,1
|48|47|56|57|67|69|77|50|78|,1
|56|81|61|68|70|60|48|47|71|78|50|74|,1
|48|55|70|74|80|,1
|48|49|47|55|67|68|71|74|50|78|80|,1
|68|70|80|57|69|67|,1
|48|49|56|67|68|74|76|78|80|,1
|67|72|76|50|80|,1
|48|59|67|70|78|56|47|,1
|48|53|47|55|56|58|67|69|70|73|75|78|80|,1
|48|53|47|56|58|59|78|80|,1
|48|55|57|68|70|72|78|80|,1
|48|64|81|69|77|80|50|70|68|67|65|63|57|,1
|48|47|56|60|75|77|80|50|74|72|70|67|,1
|48|47|60|73|74|78|70|,1
|48|55|56|57|58|67|68|74|80|,1
|48|47|56|57|62|64|65|81|68|70|74|80|,1
|56|63|67|74|76|50|80|,1
|3|11|13|47|,1
|48|49|47|63|73|74|75|50|78|,1
|53|57|60|61|69|70|74|76|80|,1
|55|81|80|56|58|,1
|2|3|9|10|11|14|20|21|27|28|29|32|33|34|38|,1
|48|54|47|55|81|68|70|77|78|,1
|48|49|47|55|56|57|60|75|77|80|,1
|48|56|65|81|68|,1
|56|58|67|70|78|,1
|53|49|47|55|56|57|58|81|69|70|71|76|77|50|80|,1
|48|47|56|75|77|50|78|,1
|6|9|10|12|21|33|34|38|,1
|53|69|76|56|67|,1
|63|64|66|67|81|73|74|76|79|,1
|3|21|28|29|33|34|38|42|48|,1
|48|80|55|68|56|74|47|,1
|48|53|47|55|63|66|67|68|69|70|72|74|75|76|50|78|80|,1
|54|55|56|74|50|80|,1
|56|66|67|81|68|69|70|75|80|,1
|57|80|56|70|74|76|,1
|48|49|47|56|58|59|61|63|66|67|73|74|77|78|80|,1
|47|56|67|70|74|76|50|78|80|,1
|48|55|56|58|60|81|68|74|80|,1
|76|80|,1
|53|47|55|67|72|76|,1
|47|58|69|77|78|53|49|57|67|48|80|,1
|48|49|62|64|65|81|68|69|70|79|,1
|77|80|72|55|47|48|,1
|69|70|67|63|78|,1
|48|53|67|69|72|50|,1
|81|73|80|74|68|70|67|57|55|62|58|60|,1
|56|58|81|69|80|76|68|67|63|59|57|,1
|48|54|61|75|80|,1
|56|60|72|74|75|77|78|80|,1
|56|69|79|,1
|48|47|80|78|67|,1
|48|53|55|56|61|67|81|68|69|70|72|73|74|75|76|80|,1
|48|54|55|57|61|63|64|65|81|68|70|74|75|77|50|80|,1
|53|59|63|67|70|76|69|66|60|58|47|80|,1
|48|53|49|55|56|57|81|68|74|76|80|,1
|56|67|81|74|75|79|,1
|48|47|55|56|58|60|66|67|72|73|74|75|76|,1
|2|3|4|6|9|10|11|12|13|14|17|18|20|21|22|27|28|29|30|32|33|34|36|38|41|42|44|45|46|47|48|49|50|,1
|48|53|49|47|56|57|59|63|67|68|81|69|70|72|74|76|77|78|,1
|48|55|62|67|81|68|70|74|76|80|,1
|15|29|33|42|,1
|48|55|50|72|,1
|48|47|56|71|73|78|61|68|70|50|,1
|53|63|66|69|76|80|,1
|47|56|58|60|55|57|59|68|70|74|,1
|48|54|49|47|55|56|58|60|67|68|69|70|72|74|77|50|78|80|,1
|48|56|58|67|68|70|74|80|,1
|80|56|53|59|57|70|,1
|58|56|47|57|63|80|81|74|48|68|70|,1
|77|69|60|56|47|48|55|72|74|73|,1
|67|70|74|80|,1
|48|49|47|58|59|72|73|74|75|77|78|80|,1
|56|76|50|74|72|63|57|48|80|67|,1
|48|55|56|67|68|81|69|70|74|50|80|,1
|56|67|69|74|76|,1
|80|53|,1
|48|53|47|55|66|68|70|72|74|75|77|79|,1
|48|47|56|58|60|81|69|75|49|55|59|63|67|68|70|72|74|76|78|80|77|50|,1
|55|68|74|80|77|75|47|48|,1
|58|59|60|67|68|70|74|48|80|50|,1
|48|56|69|75|,1
|68|77|78|80|,1
|48|55|56|70|74|75|80|,1
|47|56|70|,1
|49|55|61|68|74|75|77|50|80|,1
|80|77|76|50|70|,1
|47|56|81|72|74|75|50|78|,1
|18|20|21|27|28|29|30|33|34|38|,1
|48|53|49|47|55|56|57|58|67|81|72|74|75|77|80|,1
|48|56|60|62|73|78|80|,1
|63|67|69|76|,1
|48|56|55|67|80|47|,1
|48|47|81|74|77|80|,1
|48|49|47|56|58|60|64|67|69|70|72|74|75|77|50|78|80|,1
|48|47|55|56|57|58|68|70|74|80|,1
|48|53|47|55|56|57|58|60|81|68|70|73|74|75|76|77|78|80|,1
|80|77|50|74|70|67|63|55|69|,1
|47|56|57|63|67|74|50|80|,1
|48|53|56|57|58|60|62|63|64|65|66|67|81|68|69|70|75|76|78|80|,1
|48|47|55|56|57|72|77|78|80|,1
|20|27|29|,1
|56|80|74|72|67|55|,1
|80|69|53|47|,1
|48|49|47|57|61|65|74|,1
|47|56|57|63|74|77|78|,1
|70|77|80|,1
|48|56|57|81|68|70|74|,1
|48|53|56|57|58|63|70|75|76|,1
|66|53|63|65|68|74|76|50|48|47|56|73|67|70|79|55|81|77|,1
|49|47|55|60|65|81|68|70|74|77|50|79|,1
|48|47|55|56|57|58|61|66|67|81|68|80|,1
|48|47|56|58|66|69|77|78|80|53|49|55|57|61|63|67|68|70|72|74|76|50|71|73|75|,1
|48|56|57|58|65|70|74|,1
|48|49|47|55|56|58|59|72|73|74|75|77|78|,1
|56|80|74|67|55|53|,1
|47|56|61|67|81|68|70|74|77|50|80|,1
|53|47|55|56|57|58|59|62|63|64|65|66|67|81|68|69|71|72|74|75|76|77|50|78|,1
|56|58|75|48|47|64|77|,1
|63|65|76|80|,1
|48|53|54|47|55|56|57|60|61|63|67|68|71|74|75|76|80|,1
|56|74|72|67|80|,1
|48|53|49|47|56|57|77|78|80|,1
|48|55|57|58|70|74|77|50|,1
|48|56|81|55|68|70|74|80|,1
|56|67|70|,1
|48|77|53|65|67|70|74|50|63|,1
|47|63|76|77|80|,1
|61|63|77|78|56|47|66|69|57|,1
|48|47|80|74|70|67|61|55|57|49|72|53|,1
|48|57|66|80|,1
|47|56|57|63|70|74|80|,1
|48|47|70|80|,1
|53|56|58|70|80|50|74|69|77|,1
|48|68|80|,1
|48|53|55|56|67|73|74|78|80|,1
|53|56|61|70|74|76|77|78|80|,1
|48|53|47|56|58|59|60|67|78|80|,1
|53|63|67|70|74|75|77|78|80|,1
|80|74|70|68|61|57|55|49|77|47|60|73|,1
|2|,1
|48|54|49|47|55|56|61|63|67|73|74|75|76|77|50|80|,1
|48|56|62|81|80|74|68|67|55|,1
|48|49|47|55|56|57|67|70|72|73|74|77|50|80|,1
|56|60|81|74|77|80|,1
|48|47|80|77|72|55|56|57|74|50|,1
|48|56|67|72|74|,1
|53|49|47|56|57|67|69|70|74|77|50|80|,1
|48|63|66|80|,1
|47|56|57|74|76|77|,1
|56|63|80|47|54|,1
|57|63|67|70|76|74|80|77|47|,1
|48|47|56|60|62|64|81|71|73|77|80|76|74|72|70|68|67|65|63|55|49|,1
|2|3|9|27|28|29|51|,1
|63|66|67|74|76|77|,1
|48|47|56|67|70|74|76|78|49|55|,1
|53|55|56|70|50|78|80|,1
|48|49|55|56|64|81|69|72|74|77|50|80|,1
|48|61|62|64|68|74|75|77|78|,1
|67|66|80|,1
|48|53|47|55|56|57|62|64|70|78|,1
|48|53|49|47|55|63|67|68|70|76|77|50|,1
|48|47|56|58|62|64|66|73|75|77|78|80|49|55|59|61|72|74|76|50|,1
|68|70|71|80|,1
|48|47|55|63|67|81|68|70|74|76|80|,1
|48|59|70|74|50|47|81|56|67|80|,1
|48|55|56|57|68|69|74|77|50|,1
|55|61|68|,1
|48|57|59|70|74|53|47|56|58|60|69|77|78|80|,1
|48|55|63|64|66|67|69|70|75|,1
|56|58|69|73|75|77|78|49|55|61|63|72|74|76|50|,1
|48|56|50|74|65|61|,1
|48|49|55|67|,1
|47|56|63|65|66|67|69|72|74|76|77|78|,1
|48|53|49|47|55|77|80|,1
|80|48|74|50|77|47|56|,1
|48|81|68|70|76|50|78|80|63|,1
|48|55|56|67|81|68|70|74|76|80|,1
|53|47|56|67|81|68|70|77|80|,1
|48|55|56|63|64|66|81|68|74|77|80|,1
|47|56|81|68|79|,1
|22|30|34|37|41|47|,1
|48|47|56|57|58|80|,1
|48|55|63|65|66|67|76|80|,1
|48|56|58|77|80|53|49|55|67|70|72|50|47|,1
|3|9|14|18|28|29|,1
|79|74|48|,1
|48|47|55|67|81|68|74|77|50|78|80|,1
|48|49|47|55|56|67|81|68|72|75|77|78|80|,1
|69|70|80|,1
|48|55|61|67|81|70|74|80|,1
|49|47|56|58|60|67|69|72|74|77|50|,1
|48|55|56|67|68|74|80|,1
|52|66|67|,1
|81|68|56|,1
|47|55|74|75|77|50|78|80|,1
|20|28|29|32|,1
|48|56|50|74|72|67|77|53|49|,1
|53|63|66|67|69|76|80|,1
|48|49|47|55|56|62|63|67|81|68|69|70|72|74|77|50|,1
|56|67|81|70|76|77|78|80|,1
|53|57|63|67|76|77|80|,1
|77|53|63|67|74|76|50|,1
|48|53|49|47|55|56|57|67|72|76|77|50|,1
|53|49|47|55|67|70|72|77|80|,1
|48|47|55|57|63|67|70|74|75|76|77|50|80|,1
|66|61|63|70|74|,1
|48|49|47|55|58|59|81|68|70|72|74|77|50|78|80|,1
|48|70|74|53|47|56|80|,1
|48|47|56|80|61|74|70|68|53|,1
|53|56|63|69|75|76|77|50|,1
|48|54|47|56|74|50|80|,1
|48|55|56|60|81|68|74|80|,1
|69|75|77|80|59|78|,1
|48|56|78|76|72|74|70|68|57|55|49|53|,1
|47|56|67|50|80|,1
|56|62|63|65|81|68|75|80|,1
|70|68|,1
|47|63|65|66|67|70|80|,1
|48|49|55|57|72|74|76|56|58|60|62|64|69|71|75|73|78|,1
|48|53|49|47|56|57|58|59|61|67|68|70|73|74|76|77|50|79|,1
|48|55|61|74|50|80|,1
|53|55|56|57|81|77|50|80|,1
|56|69|77|80|74|70|67|55|78|53|49|,1
|80|63|67|76|48|,1
|49|47|55|56|58|59|60|69|73|74|75|76|77|78|80|,1
|48|47|56|59|80|,1
|48|47|56|58|81|80|,1
|48|76|,1
|63|67|68|76|80|,1
|55|57|67|74|,1
|48|53|47|55|56|63|64|81|68|70|75|76|77|80|,1
|48|53|54|49|47|55|56|61|63|64|65|66|67|69|72|74|75|76|77|50|80|,1
|48|56|58|73|74|75|77|50|79|,1
|48|47|55|56|64|81|70|73|74|80|,1
|47|74|80|48|,1
|55|62|63|75|77|80|,1
|2|9|10|14|19|21|28|29|30|33|38|42|48|,1
|48|63|67|68|73|74|76|75|50|,1
|53|48|49|55|57|50|76|80|71|77|,1
|53|49|47|55|56|58|59|60|63|64|66|67|72|73|74|75|76|77|78|80|,1
|48|47|57|70|74|79|,1
|47|56|81|68|74|77|50|78|80|,1
|72|50|48|80|68|,1
|48|47|67|70|74|77|78|,1
|48|56|60|81|68|70|79|,1
|53|47|69|75|77|50|80|,1
|48|57|72|50|80|77|78|47|,1
|56|57|58|70|71|80|,1
|53|47|63|69|77|,1
|48|47|80|50|,1
|48|53|47|67|81|70|74|,1
|48|80|68|70|74|,1
|48|56|57|67|81|70|72|74|77|50|,1
|48|56|73|67|63|61|,1
|48|47|55|57|58|68|72|,1
|56|81|80|55|70|,1
|53|47|55|56|57|62|63|67|81|68|69|70|71|73|74|75|76|77|50|79|80|,1
|48|47|56|57|58|81|80|,1
|63|67|56|49|55|57|74|76|50|77|75|73|78|80|,1
|48|56|55|81|70|68|61|,1
|69|63|67|50|,1
|63|65|67|56|69|75|76|74|,1
|48|70|50|47|56|67|72|,1
|48|55|63|67|81|68|70|80|,1
|48|53|47|57|61|63|65|66|67|69|70|74|75|76|50|,1
|48|56|74|80|50|,1
|48|56|57|68|70|73|74|76|80|,1
|56|77|55|70|74|,1
|64|73|80|49|56|61|65|74|50|,1
|9|10|14|21|24|27|28|29|31|32|33|34|35|37|38|39|51|,1
|48|55|56|60|68|70|76|80|,1
|47|56|57|58|63|67|81|77|80|,1
|48|81|68|76|77|50|,1
|55|56|48|49|69|53|47|50|,1
|48|53|49|47|56|57|58|63|64|65|67|81|68|69|70|73|74|75|76|77|50|78|80|,1
|48|55|56|57|58|67|75|77|78|,1
|47|75|77|50|80|,1
|48|49|56|57|58|74|77|50|,1
|7|9|14|20|21|29|43|51|,1
|57|53|56|50|74|77|63|80|73|47|49|48|55|,1
|49|64|81|68|77|50|80|,1
|48|56|67|69|77|50|80|,1
|47|56|58|81|74|76|77|50|80|,1
|7|17|29|47|51|,1
|56|62|64|79|76|50|74|70|68|63|,1
|48|49|55|57|53|69|78|80|75|50|76|,1
|48|56|57|62|63|65|81|70|73|74|76|77|80|,1
|48|47|56|63|67|74|75|76|78|,1
|47|56|81|71|77|75|53|49|55|63|68|70|74|76|50|80|,1
|47|56|63|67|70|50|78|80|,1
|67|72|74|,1
|48|53|57|61|63|70|75|80|,1
|48|56|81|77|78|80|53|49|55|72|50|,1
|55|56|67|81|68|74|,1
|49|55|56|70|73|74|75|76|77|50|78|80|,1
|48|58|47|67|80|,1
|53|63|66|67|81|70|80|,1
|53|56|64|74|77|50|,1
|49|55|56|67|70|73|74|77|80|,1
|80|56|70|78|,1
|49|56|63|67|74|77|79|,1
|48|80|70|50|53|47|56|,1
|47|56|81|68|70|80|,1
|48|53|47|57|63|81|73|76|77|50|,1
|56|80|74|70|68|67|55|63|76|69|47|,1
|48|56|57|74|77|50|80|,1
|55|50|75|58|48|47|,1
|48|56|63|67|81|68|70|,1
|65|67|63|76|53|56|62|69|,1
|48|47|80|67|,1
|48|55|56|63|67|81|75|76|77|50|,1
|48|47|63|67|69|50|78|80|60|81|76|70|68|,1
|61|81|68|70|,1
|80|77|74|50|,1
|48|47|56|58|60|61|64|69|73|74|75|77|50|78|80|,1
|6|9|13|14|28|31|32|33|34|38|42|44|47|,1
|48|56|57|58|61|68|70|74|,1
|55|56|66|81|68|71|80|,1
|56|60|81|68|75|80|,1
|48|47|56|58|64|77|78|80|53|49|55|70|72|74|76|,1
|10|17|36|44|47|48|50|,1
|53|47|55|56|77|50|,1
|47|56|58|60|63|64|66|81|69|72|74|80|,1
|48|56|79|74|72|68|61|55|49|,1
|47|56|57|60|61|81|69|71|74|75|50|80|,1
|48|80|69|65|67|53|68|,1
|47|56|67|74|75|50|78|,1
|48|67|68|74|75|80|,1
|49|55|57|66|77|50|80|,1
|9|14|20|21|28|29|33|34|38|42|48|,1
|75|80|74|70|56|,1
|48|70|57|80|56|47|74|,1
|48|53|47|58|69|72|74|78|,1
|7|9|21|28|33|34|38|40|,1
|48|58|67|50|80|,1
|48|47|60|81|80|53|55|68|74|50|,1
|48|49|55|67|70|74|75|77|,1
|48|47|56|57|58|60|73|74|77|50|78|,1
|57|58|67|80|,1
|48|69|77|80|50|67|59|53|81|74|,1
|48|55|57|59|78|,1
|48|47|68|70|74|75|76|80|,1
|63|67|70|76|80|69|,1
|48|55|56|62|63|64|65|81|69|70|79|,1
|47|67|75|,1
|56|70|48|47|81|73|75|61|49|55|,1
|48|54|47|58|63|64|81|68|69|70|72|74|75|77|50|80|,1
|56|59|60|78|80|,1
|56|48|60|75|80|50|76|74|70|68|49|55|,1
|48|47|57|63|67|81|68|69|70|74|76|,1
|76|80|66|,1
|67|77|74|48|75|49|70|76|50|47|53|,1
|49|47|57|65|77|,1
|81|80|63|70|72|50|,1
|57|61|81|68|70|80|,1
|48|56|58|81|69|80|67|68|70|,1
|48|47|56|58|59|65|81|68|73|80|,1
|48|56|81|69|80|50|74|72|70|68|67|63|49|,1
|69|79|53|47|56|58|66|,1
|56|81|68|70|76|80|,1
|55|57|81|68|70|74|50|78|80|,1
|48|49|47|68|70|74|76|77|78|80|,1
|48|56|81|75|80|70|68|67|,1
|48|53|49|47|55|56|57|58|61|67|81|68|69|70|73|74|76|77|50|,1
|2|10|,1
|48|54|49|55|57|62|63|64|65|81|69|74|76|77|50|80|,1
|48|54|47|55|56|57|60|67|81|68|69|72|74|77|50|78|80|,1
|53|56|58|63|67|69|80|,1
|56|81|80|70|61|,1
|48|56|81|75|80|,1
|48|56|81|68|72|74|75|50|,1
|56|61|67|70|74|75|50|80|,1
|48|53|54|49|47|55|56|57|58|59|60|61|62|63|64|65|66|67|81|68|69|70|71|72|73|74|75|76|77|50|78|80|,1
|70|68|67|63|76|50|53|47|81|69|80|,1
|54|47|56|58|59|60|63|67|69|70|74|75|76|50|80|,1
|48|56|69|80|,1
|48|61|74|75|50|79|,1
|9|10|12|24|28|29|31|32|33|34|38|42|44|49|,1
|60|48|80|67|,1
|48|49|67|70|72|75|76|77|,1
|2|3|9|10|11|12|13|14|18|21|28|29|30|31|33|34|38|44|,1
|53|47|56|57|69|80|,1
|60|56|58|78|70|,1
|48|47|55|56|58|60|63|70|74|75|76|77|50|78|80|67|68|49|53|,1
|48|56|70|76|,1
|67|74|50|78|80|,1
|47|62|76|70|67|78|80|,1
|47|57|63|68|70|74|,1
|47|55|72|80|,1
|47|60|58|56|67|74|77|80|,1
|55|68|80|,1
|80|70|59|58|68|72|,1
|48|81|70|68|63|50|,1
|56|57|81|68|77|50|80|,1
|48|56|58|60|75|80|70|74|,1
|48|47|63|68|69|72|80|,1
|48|47|55|74|75|78|,1
|74|48|56|77|47|49|67|72|,1
|48|49|55|61|73|74|80|,1
|48|47|67|74|78|,1
|48|56|58|81|73|74|75|80|,1
|57|67|50|47|56|80|48|72|,1
|79|75|58|48|70|74|,1
|63|65|67|76|74|,1
|61|74|75|50|79|,1
|50|72|74|,1
|48|54|47|55|56|57|60|61|70|80|,1
|56|48|60|75|77|57|70|50|,1
|56|48|81|80|77|47|60|,1
|48|53|60|67|,1
|63|65|77|50|,1
|63|67|81|70|74|,1
|48|56|58|62|69|78|80|55|63|67|68|70|76|50|,1
|13|14|27|28|29|33|44|47|48|,1
|56|67|81|68|70|80|,1
|48|67|70|73|76|,1
|48|47|80|70|68|55|53|,1
|47|56|57|58|60|63|81|68|76|77|50|79|,1
|57|63|67|75|,1
|48|49|57|75|77|50|80|,1
|48|47|55|67|81|69|73|,1
|48|55|56|57|58|59|61|81|72|73|75|77|50|79|,1
|56|69|71|73|75|77|,1
|48|53|47|56|57|70|80|,1
|20|21|27|28|29|33|38|42|51|,1
|48|47|81|77|80|50|76|74|70|68|,1
|48|47|81|68|80|58|,1
|48|47|56|57|67|70|72|74|76|80|,1
|48|47|55|58|50|80|,1
|56|62|63|72|74|76|50|80|,1
|48|47|78|80|76|74|72|,1
|70|75|,1
|48|68|74|50|,1
|81|70|76|79|57|,1
|53|56|57|63|67|69|77|80|,1
|63|66|67|69|,1
|56|58|74|70|67|57|55|,1
|48|63|67|81|68|80|,1
|55|63|72|74|75|76|78|80|,1
|74|67|56|47|54|58|80|,1
|48|47|56|81|68|73|50|80|,1
|67|74|58|56|75|77|66|,1
|48|49|47|55|56|75|80|,1
|48|47|56|53|49|61|50|77|,1
|48|49|47|55|56|57|63|66|67|81|68|70|74|75|76|77|50|80|,1
|48|47|55|56|62|70|74|75|50|78|,1
|48|59|57|67|74|78|69|66|47|53|,1
|48|66|,1
|57|63|80|,1
|61|68|69|81|,1
|79|65|49|56|78|,1
|55|56|57|63|81|68|70|80|,1
|48|55|56|67|81|75|80|,1
|53|60|63|81|76|77|78|,1
|48|63|66|67|81|68|70|76|80|,1
|61|59|56|64|75|55|74|,1
|48|49|47|55|56|58|60|61|64|65|67|81|68|70|72|73|74|75|80|,1
|7|9|10|14|17|19|20|21|22|27|28|29|37|38|41|42|45|47|49|50|51|,1
|49|47|56|57|69|80|,1
|48|56|57|58|59|81|73|74|75|80|,1
|56|66|81|74|77|,1
|60|56|80|68|70|74|,1
|49|74|50|80|,1
|48|56|70|75|,1
|47|63|67|72|73|50|78|,1
|54|67|77|80|,1
|2|3|9|14|20|21|27|28|29|33|34|38|42|43|,1
|48|75|70|63|,1
|47|55|57|67|68|73|74|75|77|80|,1
|48|56|63|67|81|70|74|50|80|,1
|48|49|47|56|63|64|66|67|81|68|70|74|75|76|77|50|79|,1
|3|4|9|10|11|12|14|15|16|21|27|28|29|30|33|42|44|,1
|48|57|58|70|77|78|64|55|49|47|56|50|,1
|48|47|81|78|49|57|67|70|,1
|48|56|57|50|80|,1
|56|67|74|75|77|80|,1
|80|65|67|50|,1
|56|57|70|78|80|,1
|56|63|81|68|70|50|,1
|53|63|67|80|,1
|48|49|55|56|80|50|67|68|70|72|75|81|,1
|61|68|75|50|,1
|53|47|55|56|61|63|66|68|70|72|74|75|77|50|78|80|,1
|48|80|78|68|,1
|56|63|66|67|70|76|50|47|81|74|49|,1
|53|49|55|56|57|67|69|74|77|50|80|,1
|48|47|56|58|62|81|73|77|78|80|53|49|55|57|68|70|72|74|50|,1
|48|53|47|56|57|67|70|76|80|,1
|48|55|58|63|66|67|70|74|76|80|,1
|80|56|47|57|,1
|53|47|55|56|58|60|66|80|,1
|48|49|56|70|72|74|76|77|50|80|,1
|56|55|80|,1
|48|56|66|75|50|68|53|49|55|74|,1
|53|49|56|57|58|60|67|69|77|50|80|,1
|55|49|63|70|68|69|,1
|48|56|60|63|66|67|81|76|,1
|48|75|73|70|61|56|,1
|53|47|50|78|,1
|48|47|56|58|73|77|78|80|50|76|59|57|55|49|,1
|56|81|80|74|67|70|68|,1
|49|67|77|80|,1
|48|53|47|56|57|58|59|74|75|50|,1
|48|55|56|57|75|77|80|,1
|81|68|70|74|48|80|77|67|55|49|,1
